LotNumber,Title,Description,Quantity,StartBidEach,SellerCode,Source,Retail Price
42,Norwegian Lefse Kit: Rolling Pins & Cloths,"Retail Price: $44
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$44 Convenient All-in-one Kit: the traditional Norwegian lefse making kit includes everything you need, three rolling pin covers, a wooden rolling pin, a pastry cloth, a cover cloth, and a wooden dough remover, this lefse making kit offers ample convenience for daily use and replacements, streamlining your baking process effortlessly Quality Cotton Material: the pastry cloth, rolling pin cover, and cover cloth are crafted from breathable, durable, non-stick cotton, ensuring reusability and easy cleaning, this Norwegian lefse making kit saves you time and effort, making your baking experience smooth and stress-free Expertly Designed Sizes: with a 20-inch pastry cloth and cover cloth, an 11 x 2.5-inch rolling pin cover, and a 15.7-inch rolling pin, this Lefse Making Kit is tailored for optimal performance, the 24-inch wooden dough remover enhances your precision, ensuring perfectly rolled dough every time Durable Wooden Components: the dough remover and rolling pin are made from quality wood, providing robust performance for all your baking needs, this Traditional Norwegian Lefse Making Kit delivers lasting reliability and functionality, embracing the essence of Norwegian baking traditions Versatile Use at Home and Beyond: suitable for both kitchens and professional restaurant use, the Norwegian making kit is designed for various baking enthusiasts, it's a versatile toolkit that adapts to your culinary environment, enhancing your pastry crafting endeavors effortlessly, and is a must-have gift for Christmas and Thanksgiving.",1,5.00,ATXSUGAR,"Amazon Bstock, Amazon Bstock",44
42m,SUPERJARE Nightstands with Charging Station -(C),"Retail Price: $90
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$90 Nightstands Set of 2: Doubling your charging happiness by getting these end tables set of 2. After all, no one hates to get more power outlets. Imagine plugging in your phone or watch before sleeping, charger station is just within your reach. Plus: Contain patent pending drawer slide Fabric Drawer Install Up or Down: 2 install positions of the drawer are available, you can install it for needed storage heights. 3 storage shelves and 1 fabric drawer on the bedside table are surely enough to store various items Storage Helper in Many Spaces: Granted, it's a clutter-free side table with drawer for your books, cups..., but not only that, it can prop up your coffee, books beside the sofa or even as a storage rack in the living room or dorm. Plus: Adjustable feet will make it stable in any place Go for a Long Time: Black wooden grain shelves combine black fabric and metal frame, making it a timeless classic.",1,5.00,ATXSUGAR,"Amazon Bstock, Amazon Bstock",90
43m,2 Pack Rubber Curb Ramp Thresholds -(A),"Retail Price: $162
Condition: New Factory Sealed
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Yes

$162 Quantity and Size: contains 2 pcs rubber curb ramps for doorways, each ramp measures about 35.4 inch/90 cm in length, 15 inch/38 cm in width, and 2.8 inch/7 cm in height; The product is produced according to the metric system and has tolerances; Please refer to the product size diagram before purchasing; Wheelchair use requires 2 pieces Excellent Material: our threshold ramps are made of quality rubber, which is durable and designed for long term use; The composition resists cracking in cold weather and remains stable in warm conditions, supporting weights up to wheelchair capacity (applicable for height differences between 3-9 cm) Anti-Slip Arch Bridge Design: this curb ramps adopts an arch bridge design, which makes it easy to cross obstacles like flat ground; The striped surface increases friction and prevents slipping; The grid structure at the bottom makes our curb ramp more stable and not easy to move during use Wide Range of Uses: our rubber threshold ramp functions effectively in multiple environments including residential doorways, porch entries, raised platforms, and commercial establishments; Its anti-slip properties make it suitable for bathroom applications, while the durable construction supports wheelchair users, elderly individuals, pets, and wheeled equipment like bicycles or hand trucks The Gift Idea: if you have a family member with limited mobility, you can give a gift. A removable ramp allows disabled or elderly people to safely walk from indoors to outdoors or onto a patio. It's just what they need.",1,5.00,ATXSUGAR,"Amazon Bstock, Amazon Bstock",162
44m,"Dacor 48"" Externally Vented Hood Graphite - (C)","Retail Price: $1750
Notes: It s open box packaging flaw accessories and parts are inside the box unable to test look at pictures size demolition is 2 3/8x48x19 11/16 sold as is
Condition: New Open Box
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$1750 Bring more beauty, more light, and more powerful function into your kitchen. Dacor s ConnectOn auto-responsive technology turns on the ventilation in conjunction with the cooktop, automatically adjusting the speed as necessary, with powerful performance and minimal noise.",1,,ATXSUGAR,,1750
45m,Whirlpool 30 inch Single Electric Wall Oven (D),"Retail Price: $1100
Notes: Signs of previous use. Please see pictures.
Condition: Used - Acceptable
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$1100 Introducing the Whirlpool 30 inch Single Electric Wall Oven, a blend of style and functionality designed for modern kitchens. This sleek, black oven features a stainless steel front that adds a touch of elegance while ensuring durability. Inside, you'll find a spacious cooking area with multiple rack positions to accommodate a variety of dishes. The oven is equipped with advanced electronic controls and a digital display for precise temperature settings, making it easy to achieve perfect cooking results every time. The oven's interior is designed for easy cleaning, with smooth surfaces and a reliable self-cleaning function. It also features multiple cooking modes, including bake, broil, and more, allowing for versatile meal preparation.",1,,ATXSUGAR,,1100
46m,Magnolia Manor Mirror (MD),"Retail Price: $600
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$600 MAGNOLIA MANOR BY LIBERTY FURNITURE The Magnolia Manor collection showcases exceptional accommodation and beautiful style for your home bedroom space. Featuring fully finished dovetail drawers with metal full extension glides, felt-lined drawers for jewelry and other delicate items, a tufted upholstered headboard and traditional style elements, these wonderful furnishings highlight timeless design. Completed with antique brass hardware and an antique white finish, the pieces fuse traditional, rustic and vintage styles to create a beautiful room setting.",1,5.00,ATXSUGAR,"Wayfair, Wayfair",600
47m,"Samsung 30 in. Electric Wall Oven, Wi-Fi - W3","Retail Price: $1298
Notes: Unable to test. Please see pictures
Condition: Used - Very Good
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$1298 The Samsung Wall Oven is stunningly bold with a timeless design for the perfect blend of form and function. It allows you to bake and roast with even and consistent cooking results. The 5.1 cu. Ft. Of capacity accommodates a roast, multiple casserole dishes, or two full racks of cookies. Digital Touch Controls offer an integrated and premium design that is easy to clean.",1,5.00,ATXSUGAR,Best Buy,1298
48m,"$6700 Retail - JennAir JOEDC730RL 30"" Electric Ove","Retail Price: $6705
Notes: Unable to test due to hardware connection
Condition: New Open Box
In Packaging?: Yes
Assembly Required?: No
Damaged?: Unknown
Functional?: Unable to Test

$6705 JennAir JOEDC730RL Rise 30 Inch Wide Electric Double Oven with V2 Vertical Dual-Fan True Convection and Advanced Temperature Precision This Smart Oven's V2  Vertical Dual-Fan True Convection with Advanced Temperature Precision system precisely directs heat to caress each ingredient transforming prepped food into date-night-worthy dishes. With curated recipes and full-color doneness images on the Culinary Center, the oven delivers a chef-inspired experience that's quieter than the leading luxury wall oven brand. Features: - Easy to use controls - Oven includes air fry - 10 cu. Ft. Oven capacity fits the needs of today's busy homes - 2,800 watt hidden bake element - 3,200 watt convection element - 4,000 watt 8 pass reflective broil element - 7.8 inch full color ultra wide LCD display with Culinary Center - Control lock - Flush install kit included - Sabbath mode - Closed door infrared broiling - Smooth open and close door - Smooth glide flat-tine racks - Speed cook setting Product Technologies: - V2  Vertical Dual-Fan True Convection: Weaves steady heat around the racks to provide even heat distribution for improved browning and crisping - Advanced Temperature Precision System: Precisely directs heat to caress each ingredient, transforming prepped food into date-night-worthy dishes Specifications: - Convection: Yes - Self Cleaning: No - Double Wall Ovens Stainless Steel.",1,5.00,ATXSUGAR,"Best Buy, Best Buy",6705
49m,LAZYBOY Leather Match Power Rocking Recliner with,"Retail Price: $2170
Notes: Missing battery compartment. Signs of previous use and will need to be cleaned. Responds to remote and buttons on side work. Unit moves up and down without issue. One leg has cosmetic damage on the back. Please see pictures.
Condition: Used - Acceptable
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Yes

$2170 Exceptional comfort and detail are the hallmarks of the Greyson Power Rocking Recliner with Headrest. Exquisitely designed, Greyson features pillow top arms and an extra-deep chaise seat and leg rest that creates a continuous zone of comfort in the reclining position. Simply use the head-to-toe power-adjustable control to recline and raise your feet independently for a wide range of relaxing positions. There s even a built-in USB port to power your phone or tablet. When you re not reclining, it s a relaxing rocker with a smooth, graceful motion. Upholstery Material: Leather Match Leather Type: Semi-Aniline Position Type: Infinite Position Recliner Base Type: Rocker Plug-In: Yes Legs Included: Yes Chair Design: Standard Recliner Frame Material: Solid + Manufactured Wood Leg Material: Solid + Manufactured Wood Seat Construction: Sinuous Springs Fill Material: Foam; Polyester; Synthetic Fiber Back Fill Material: Foam; Polyester; Synthetic Fiber Heated: No Built-in USB Port: Yes Accent Pillow Included: No Durability: Water Resistant; Fire Resistant Motor Type: Dual Motor Foam Density: 1.8 lbs./cu.",1,,ATXSUGAR,Wayfair,2170
50m,Remy 90' Upholstered Sofa,"Retail Price: $2299
Condition: New Open Box
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$2299 This sofa blends easy sophistication with everyday versatility. Built with a sturdy wood frame and sinuous spring seat, its topped with down-blend cushions for a relaxed, tailored look. Available in a wide variety of upholstery options, its finished with two matching toss pillows and removable covers for simple upkeep. Joss & Main Body Fabric: Lena Off White Performance Linen Blend.",1,5.00,ATXSUGAR,,2299
51m,Urevo Spacewalk 1 Lite Treadmill - D,"Retail Price: $250
Notes: Power tested and the track moves. Plastic housing missing in left side. Missing remote. Will need a replacement remote before it is useable. Tested with our spare remote and confirmed movement of belt.
Condition: Used - Acceptable
In Packaging?: No
Assembly Required?: No
Damaged?: Yes
Functional?: Yes

$250 FEATURES & DESIGN: The walking treadmill provides a 15.7"" * 41.3"" large track for free movement Equipped with 5 layers of anti-slip belt, 8 silicone shock absorbers, and 2 soft rubber pads Provides a comfortable exercise experience and effectively reduces joint impact to protect your knees Equipped with a powerful 2.25HP motor with a maximum load of 265 pounds Stable and high weight capacity Very quiet operation allows you to exercise anywhere without disturbance Lightweight with two front wheels for easy movement Installation-free design, ready to use right out of the box Compact size (50"" * 20.4"" * 4.9"") allows for placement under the bed or sofa to save space Speed range from 0.6 to 4 mph, adjustable according to your needs Suitable for both running and use under a desk Remote control with one-key prompt sound elimination function for easy adjustments Magnetic attachment on the back of the remote control prevents loss when not in use.",1,5.00,ATXSUGAR,"Best Buy, Best Buy",250
52m,Zephr Siena Pro 48 in Wall Mount Range Hood (W3),"Retail Price: $1749
Notes: Unable to test. packaging flawed.
Condition: Used - Like New and Open Box
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$1749 With its classic, professional style design Siena Pro manages to encompass a wealth of features perfect for the culinary pro or any aspiring home chef. Equipped with a 1200 CFM blower. There's also Zephyr's ICON Touch controls, the new BriteStrip LED lighting, and our exclusive ACT technology, clean, efficient power is just a touch away.. 10 in. Round vertical ducting. Powerful 1200 CFM blower.",1,,ATXSUGAR,"Best Buy, Best Buy, Best Buy, Best Buy",1749
53m,Bosch 800 Series Convection Microwave -(W3),"Retail Price: $1000
Condition: Used - Like New and Open Box
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Yes

$1000 Introducing the Bosch 800 Series 1.9 Cu. Ft. Convection Over-the-Range Microwave with Sensor Cooking in sleek stainless steel. This versatile appliance seamlessly combines functionality with style, featuring a generous 1.9 cu. Ft. Capacity that accommodates large dishes.",1,5.00,ATXSUGAR,Best Buy,1000
54m,Monogram 36-Inch Natural Gas Rangetop,"Retail Price: $5400
Notes: Only comes with what you see
Condition: New Open Box
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$5400 This Monogram 36 Inch Wide Professional Natural Gas Rangetop features a sleek stainless steel design with four powerful burners and an integrated griddle. The burners are crafted for high performance, allowing for precise temperature control and even heating, perfect for all your culinary creations. The griddle provides an additional cooking surface, ideal for pancakes, bacon, or stir-frying. The unit boasts an elegant finish and durable construction, ensuring longevity and a polished look for any kitchen. The knob controls offer a user-friendly interface for adjusting heat levels with ease. This rangetop is designed for culinary professionals and enthusiasts alike, enhancing your cooking experience with both style and functionality.",1,5.00,ATXSUGAR,"Best Buy, Best Buy",5400
55m,Kitchenaid 30 in. Electric Wall Oven with Air Fry,"Retail Price: $3299
Notes: Unable to test. Please see pictures.
Condition: Used - Good
In Packaging?: No
Assembly Required?: No
Damaged?: Unknown
Functional?: Unable to Test

$3299 Get the crisp you crave, right from your oven. KitchenAid Single Wall Ovens with Air Fry Mode circulate hot air around the included basket to cook with less oil.* An integrated thermometer takes the guesswork out of roasting meat just the way you like.*When compared to deep frying.. Amperage (A): 20 A. Appliance Category: Wall Oven. Appliance Series: Not Applicable. Appliance Type: Single Wall Electric Oven.",1,5.00,ATXSUGAR,"Best Buy, Best Buy",3299
56m,"Samsung BESPOKE 35"" Wall Range Hood -(B)","Retail Price: $1400
Notes: Slight damage on unit SEE PHOTOS Was returned to Best Buy
Condition: New - Cosmetic Flaws
In Packaging?: Yes
Assembly Required?: No
Damaged?: Yes
Functional?: Yes

$1400 Experience modern kitchen elegance with the Samsung BESPOKE 35 inches Convertible Wall Range Hood in Bespoke Clean Deep Charcoal. This stylish and versatile range hood is designed to enhance your kitchen's functionality while adding a contemporary touch. The robust construction ensures long-lasting performance, featuring a sleek stainless steel front that complements any decor. With dual internal fans, it efficiently captures smoke and odors, maintaining a fresh cooking environment. The hood's convertible design allows for easy installation, giving you the flexibility to choose between ducted and recirculated ventilation options. Included are essential components and accessories for installation, showcasing a thoughtful design that prioritizes both aesthetics and practicality.",1,5.00,ATXSUGAR,"Best Buy, Best Buy",1400
57m,"Bosch 800 Series 42"" Island Range Hood -(B)","Retail Price: $2750
Notes: Customer took delivery and was returned due to install issue
Condition: New - Canceled Delivery
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$2750 Stylish island hoods perfectly complement island cooking installations. Exhaust Method: Convertible What does ""Convertible"" mean?: Convertible range hoods can be installed with external venting or without venting (recirculating). However, carbon non-ducted filters or a recirculation kit may need to be purchased separately for recirculating ventilation. Recirculation Kit Needed: Yes Duct Shape: Round Hardware Finish: Stainless Steel Material: Stainless Steel Air Discharge Direction: Horizontal; Vertical Exhaust Vent Location: Top Power Source: Hardwired Amperage: 15 Filter Type: Mesh Washable Filter: Yes Filter Material: Stainless Steel Maximum Air Movement (CFM): 600 Speed Control: Yes Maximum Sones: 9.9 Minimum Sones: 4.6 Lighting Included: Yes Bulb Included: Yes Compatible Bulb Type: Halogen Bulb Wattage: 20 Blower Type: Interior Unit Compatible Range Hood Chimney Extension Part Number: HCIEXT5UC Damper Included: Yes Total Number of Pieces Included: 3 Timer: Yes Imported: Yes Color / Finish: Silver Number of Speeds: 4 Voltage: 120 Pieces Included: Bulb Number of Bulbs Included: 4 Safety Listing(s): cUL Listed; UL Listed.",1,5.00,ATXSUGAR,Best Buy,2750
58m,"Whirlpool 36"" Stainless 5-Burner Gas Cooktop-(W3)","Retail Price: $1359
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$1359 Cut your meal prep time with the efficiency of this stainless steel cooktop.",1,,ATXSUGAR,,1359
59m,"Bosch 800 Series 30"" Built-In Oven SS - W2","Retail Price: $4600
Notes: Unable to test due to hardwire connection.
Condition: New Not in Original Packaging
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$4600 Experience precision cooking with the Bosch 800 Series 30"" Built-In Electric Convection Double Wall Oven, featuring a sleek stainless steel design. This oven combines style and functionality, offering two spacious oven compartments for versatile cooking options. Equipped with advanced convection technology, it ensures even baking results, while the intuitive control panel allows for easy navigation and temperature adjustments. The interior showcases multiple racks, allowing for efficient meal prep and baking. This model not only enhances your kitchen aesthetic but also maximizes cooking efficiency, making it the ideal choice for culinary enthusiasts. The installation is free, ensuring a seamless setup in your home.",1,5.00,ATXSUGAR,Best Buy,4600
60m,Whirlpool 30 in. Under-Cab Hood w/ LED - C,"Retail Price: $228
Notes: Large dent on the side. Unable to test. Please see pictures. No signs of previous use.
Condition: Used - Acceptable
In Packaging?: Yes
Assembly Required?: No
Damaged?: Yes
Functional?: Unable to Test

$228 Choose the under cabinet range hood that fits your kitchen and your lifestyle. This vent hood features full-width grease filters to help keep the kitchen clean. Plus, this range hood with LED lights makes it easy to see what you're cooking. And with a 2-speed, 270 CFM motor class, you'll have the right amount of ventilation for every meal.. Amperage (A): 0.9 A. Appliance Type: Range Hood.",1,5.00,ATXSUGAR,Best Buy,228
61m,"Frigidaire 30"" Microwave Convection Oven -(W3)","Retail Price: $3200
Notes: Has light scratches on handle
Condition: New Not in Original Packaging
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Yes

$3200 This Frigidaire 30"" Electric Microwave Combination Oven features a sleek stainless steel finish that complements any kitchen decor. Designed with a built-in microwave on top and a convection oven below, it offers versatility for all your cooking needs. The microwave section is equipped with intuitive controls for quick and easy operation, while the convection oven provides even heating for baking and roasting. The spacious interior accommodates various dishes, making meal preparation efficient and convenient. The modern design is not only functional but also stylish, creating an elegant focal point in your kitchen.",1,5.00,ATXSUGAR,"Best Buy, Best Buy",3200
62m,"KitchenAid 30"" Built-In Oven w Air Fry - W3","Retail Price: $3960
Notes: Upper microwave is black stainless steel & lower oven door is white Operates fine
Condition: Renewed
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Yes

$3960 This KitchenAid 30"" Built-In Electric Convection Double Wall Oven features a sleek black stainless steel finish, enhancing any kitchen decor. Designed with an innovative air fry mode, it offers versatile cooking options for healthier meals. The double wall oven design includes two spacious oven compartments, perfect for multi-item baking and cooking. Equipped with advanced convection technology, this oven ensures even cooking results, while the smart control panel provides convenient operation and programming options. The elegant design is complemented by large, easy-to-clean glass doors, giving you a clear view of your culinary creations. Ideal for both everyday use and special occasions, this built-in oven combines functionality with style.",1,5.00,ATXSUGAR,Best Buy,3960
63m,GE Profile 2.2 Cu. Ft Built-In Microwave Oven -(W3,"Retail Price: $490
Condition: Used - Very Good
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Yes

$490 The GE Profile  2.2 Cu. Ft. Built-In Sensor Microwave Oven combines versatility and style for a modern kitchen. Featuring a sleek black exterior, this microwave offers a spacious interior designed to fit a variety of dish sizes. The built-in sensor cooking feature ensures that your meals are cooked to perfection by automatically adjusting time and power levels. The user-friendly control panel includes options for commonly microwaved items such as pizza, popcorn, and vegetables, making meal preparation easy and convenient.",1,5.00,ATXSUGAR,"Best Buy, Best Buy",490
64m,"JennAir JED3430G 30"" Electric Cooktop - W3","Retail Price: $2099
Notes: Retail customer return. Return reason states item was too big. No signs of previous usage. Unable to test due to hardwire connection. Please see pictures.
Condition: New Open Box
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$2099 JennAir JED3430G 30 Inch Wide 4 Burner Electric Cooktop with Downdraft Ventilation Features: This stylish ceramic glass cooktop includes four powerful burners to fit all of your cooking needsThis sophisticated design is not only attractive, it is the secret behind the ventilation system's exceptional performance and quiet operationFeatures both a hot surface indicator light and heating element on indicatorFeatures a variety of burners including two 6"" burners for your small sauce pans and larger saucersRobust, die-cast metal knobs offer precise control and coordinate perfectly with the design of these cooktopsProduct Technologies: JX3  Downdraft Ventilation System: Developed and refined by the Jenn-Air brand, a downdraft ventilation system uses proximity ventilation to capture smoke, steam and odors at the cooking surface, whisking them down and out of the kitchen before they can escape. 10 /6  Dual-Choice  Element: This two-tiered single element accommodates various-sized cookware in one location and can achieve an output of 3,000 watts when both elements are active. DuraFinish  Glass Protection: DuraFinish  Glass Protection helps keep your ceramic glass cooktop's surface looking like new by resisting scratching.Specifications: Number of Burners: 4Fuel Type: ElectricCutout Depth: 21-1/8""Cutout Width: 28-7/8""Depth: 22-1/16""Height: 3-5/8""Width: 30-7/8""Amperage: 40AVoltage: 220V Electric Cooktops Stainless Steel.",1,5.00,ATXSUGAR,"Best Buy, Best Buy",2099
65m,"GE CAFE 24 in Built-In Dishwasher, Matte White - P","Retail Price: $1148
Notes: SOLD AS IS / FOR PARTS. Dents throughout unit. Customer return information states the unit is not working properly. No handle.
Condition: Used - Acceptable
In Packaging?: No
Assembly Required?: No
Damaged?: Yes
Functional?: Unable to Test

$1148 Nothing about your personal style is standard. So why should your appliances be? Created for those who want to reflect their true style in every room of their home, Cafe is distinct by design. Choose between two bold collections. The Customizable Professional Collection boasts a distinct line of hardware options, and the Modern Glass Collection features a seamless, contemporary design. Backed by showstopping features, every Cafe appliance gives you the form and the function you've been craving.. Amperage (A): 7.2 A.",1,5.00,ATXSUGAR,"Best Buy, Best Buy",1148
66m,Insignia 250 Sq. Ft Portable AC - White -(W3),"Retail Price: $300
Condition: New - Packaging flawed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$300 Stay cool with this Insignia three-in-one portable air conditioner. The included remote makes selecting the right temperature easy and lets you turn on the fan and dehumidifier from across the room. This Insignia three-in-one portable air conditioner produces up to 6,000 BTU of cooling power and quickly lowers the temperature in rooms up to 250 sq. Ft. Up to 250 sq. Ft.",1,5.00,ATXSUGAR,"Best Buy, Best Buy",300
67m,"GE Profile 2.2 cu ft 1100W Smart Microwave, Gray (","Retail Price: $486
Notes: Large dent on top right corner of the microwave, Please see pictures, and it was power tested.
Condition: New - Cosmetic Flaws
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$486 Built on the belief that modern life needs modern solutions. GE Profile Appliances are designed to make daily life simpler by incorporating Smart Home technology and cutting-edge features in every appliance. GE Profile's sleek design and quality engineering will give your kitchen the most up-to-date look and the best innovative performance you've been looking for.. Appliance Category: Microwave. Appliance Series: GE Profile. Appliance Type: Countertop Microwave.",1,,ATXSUGAR,,486
68m,Thermador Masterpiece 36 in. Convertible Range Hoo,"Retail Price: $2199
Notes: Unable to test. One bend on the motor. Please see pictures. Screws and manual still sealed. Plastic wrapping on unit.
Condition: Used - Very Good
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$2199 Say goodbye to lingering cooking odors and smoke with luxury kitchen ventilation. Choose from a variety of styles, including range hoods, downdraft, and beyond, to remove smoke, grease, and heat quietly and efficiently. Unbeatable power meets sophisticated design in our Masterpiece Series Collections.. Cooktop Hood Sync enables hood activation once Freedom cooktop is on. Automatic mode detects temperatures to adjust fan speed automatically. Opt to receive mobile notifications as a reminder to clean filters.",1,5.00,ATXSUGAR,"Best Buy, Best Buy",2199
69m,"GE Profile 30 in. Warming Drawer, SS","Retail Price: $1898
Notes: Power tested only. Please see pictures. Retail return states that customer refused delivery. No signs of previous usage.
Condition: New Open Box
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$1898 Built on the belief that modern life needs modern solutions. GE Profile Appliances are designed to make daily life simpler by incorporating Smart Home technology and cutting-edge features in every appliance. GE Profile's sleek design and quality engineering will give your kitchen the most up-to-date look and the best innovative performance you've been looking for.. Appliance Series: GE Profile. Appliance Type: Warming Drawer. Capacity of Oven (cu.",1,5.00,ATXSUGAR,"Best Buy, Best Buy",1898
70m,Insignia 350 Sq. Ft. Portable A/C - White - W3,"Retail Price: $370
Notes: Signs of previous use. Missing remote. Only comes with accessories pictured. One plastic grill part is cracked.
Condition: Used - Acceptable
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$370 Cool up to 350 sq. Ft. With this Insignia portable air conditioner. The 8000 BTU of cooling power helps keep your room at a comfortable temperature, while the three modes provide flexible functionality. This white Insignia portable air conditioner has a built-in sleep mode for energy savings, and the included remote control ensures easy operation. Up to 350 sq.",1,5.00,ATXSUGAR,"Best Buy, Best Buy",370
71m,Whirlpool Smart Capable 7.4-cu ft Dryer - (W4),"Retail Price: $1400
Notes: Customer Return. Signs of previous use. Unable to test.
Condition: Used - Acceptable
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$1400 This Whirlpool Smart Capable 7.4-cu ft Vented Electric Dryer in a sleek Chrome Shadow finish offers efficient drying performance with modern features. Designed to accommodate a large laundry load, it includes a steam cycle that helps reduce wrinkles and refreshes clothes. The smart capabilities enable remote monitoring and operation through a mobile app, adding convenience to your laundry routine. This dryer combines a stylish appearance with functionality, making it a valuable addition to any laundry space.",1,,ATXSUGAR,,1400
72m,"Frigidaire Gallery 27"" Electric Built-In Oven - W3","Retail Price: $1598
Notes: Large dent and scratches on right side of unit. Unable to test. Please see pictures.
Condition: New - Cosmetic Flaws
In Packaging?: No
Assembly Required?: No
Damaged?: Unknown
Functional?: Unable to Test

$1598 The Frigidaire Gallery 27"" Single Wall Oven with Total Convection, features our most powerful and advanced convection system. Enables cooking modes like No Preheat, Air Fry, Slow Cook, Steam Bake, Steam Roast, Air Sous Vide, Convection Roast, Convection Bake, Bread Proof and more. Also includes a convenient temperature probe, a premium touch screen digital control panel and our fingerprint resistant, Smudge-Proof Stainless Steel finish.. Amperage (A): 40 A. Appliance Category: Wall Oven. Appliance Series: Frigidaire Gallery.",1,5.00,ATXSUGAR,"Best Buy, Best Buy",1598
73m,"Profile 30"" Smart Wall Oven, Convection, SS","Retail Price: $2098
Notes: Retailer customer return. Reason: refused. No signs of previous usage. Please see pictures. Unable to test due to hardwire connection
Condition: New Open Box
In Packaging?: Yes
Assembly Required?: No
Damaged?: Unknown
Functional?: Unable to Test

$2098 Built on the belief that modern life needs modern solutions. GE Profile Appliances are designed to make daily life simpler by incorporating Smart Home technology and cutting-edge features in every appliance. GE Profile's sleek design and quality engineering will give your kitchen the most up-to-date look and the best innovative performance you've been looking for.. Amperage (A): 20 A. Appliance Category: Wall Oven. Appliance Series: GE Profile.",1,5.00,ATXSUGAR,"Best Buy, Best Buy",2098
74m,Roundhill Ioana Grey Wood Night Stand - (D Rack),"Retail Price: $350
Condition: New - Packaging flawed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$350 Bring the sophistication and elegance of the orient to your home with the Ioana Collection. Its subtle beauty is set off by the milo and rubber wood finish as well as the gorges grain stylized wood inlay. Parallel lines adds interest and is the perfect finishing touch on each piece. Choose from a king or queen-sized bed, nightstand, mirror, chest, and dresser to creatThe bedroom of your dreams. Keep bedtime reading material and other nighttime essentials within easy reach or out of sight with this trendy two-drawer nightstand. This nightstand features a simple yet timeless design and offers a sturdy surface for holding a table lamp, a clock, photos, or other items.",1,5.00,ATXSUGAR,,350
75m,Safavieh Flannery Mid-Century Cream Chair -(CE),"Retail Price: $711
Condition: New - Packaging flawed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$711 Add a beautiful Touch of style to any living area with a Safavieh couture accent chair Upholstered with a decadent Cream linen blend Crafted with real wood and capped brass front legs Measures 27. 2"" Wide x 29. 5"" Deep x 32. 3"" High and conveniently requires no assembly Safavieh couture line of home furnishings is the perfect blend of luxury and trendiness, with crisply tailored pieces that exude opulence and sophistication of the highest caliber.",1,5.00,ATXSUGAR,"Wayfair, Wayfair",711
76m,"YITAMOTOR 6.5"" Running Boards   Ram Crew Cab -(C)","Retail Price: $160
Condition: New - Packaging flawed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$160 Fit for 2009-2018 Dodge Ram 1500/2019-2024 Ram 1500 Classic Crew Cab, 2010-2026 Ram 2500/3500 Crew Cab. Please check the Cab size picture if you do not know the model of your vehicle. 6.5"" wide stylish black stainless steel pad provides textured surface for excellent footing. Each side can support up to 350lbs. Our running boards are expertly crafted from a solid piece of premium aluminum alloy, which is sturdy, durable, wear-resistant and rust-resistant. After repeated tests, they can resist corrosion from salt spray, and withstand UV radiation without discoloration.",1,5.00,ATXSUGAR,"Amazon Bstock, Amazon Bstock",160
